date_recorded,clip_num,id,annotation_providing_instrument,action,action_taking_instrument,start,clip_duration,performer_id
10-29-2025,Clip1,10-29-2025-Clip1,guitar,agreement,trombone,4:57.500,387.008,1
10-29-2025,Clip1,10-29-2025-Clip1,guitar,initiation,trombone,5:45.000,387.008,1
10-29-2025,Clip1,10-29-2025-Clip1,guitar,agreement,guitar,5:46.000,387.008,1
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,trombone,0:01.017,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,trombone,2:27.522,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,agreement,guitar,2:30.000,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,guitar,3:46.531,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,trombone,4:07.000,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,agreement,guitar,4:11.000,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,guitar,4:54.000,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,agreement,trombone,4:55.500,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,initiation,trombone,5:45.016,387.008,2
10-29-2025,Clip1,10-29-2025-Clip1,trombone,agreement,guitar,5:46.087,387.008,2
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,0:01.167,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,0:04.767,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,1:26.812,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,1:28.336,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,2:43.227,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,2:47.000,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,3:30.399,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,3:50.000,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,5:31.000,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,5:33.500,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,trombone,6:16.117,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,guitar,6:17.032,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,initiation,guitar,6:57.145,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,guitar,agreement,trombone,7:12.489,520.0,1
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,0:00.510,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,0:04.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,1:26.500,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,1:28.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,2:40.506,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,2:47.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,3:30.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,3:49.870,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,5:30.942,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,5:36.610,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,trombone,6:16.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,guitar,6:17.000,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,initiation,guitar,7:10.024,520.0,2
10-29-2025,Clip2,10-29-2025-Clip2,trombone,agreement,trombone,7:11.500,520.0,2
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,trombone,0:02.986,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,agreement,guitar,0:18.474,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,trombone,2:14.000,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,agreement,guitar,2:15.500,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,guitar,2:58.000,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,agreement,trombone,2:59.000,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,guitar,5:43.000,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,trombone,6:06.944,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,agreement,guitar,6:44.599,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,guitar,7:06.725,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,initiation,guitar,7:36.833,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,guitar,agreement,trombone,7:50.225,528.0,1
10-29-2025,Clip3,10-29-2025-Clip3,trombone,initiation,trombone,00:03.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,agreement,guitar,00:08.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,initiation,trombone,00:23.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,agreement,guitar,00:26.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,initiation,guitar,00:58.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,agreement,trombone,01:27.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,initiation,guitar,02:58.0,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,agreement,trombone,02:58.2,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,initiation,guitar,07:36.4,528.0,2
10-29-2025,Clip3,10-29-2025-Clip3,trombone,agreement,trombone,07:49.5,528.0,2
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,trombone,0:01.712,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,guitar,0:03.992,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,0:43.646,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,0:45.420,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,trombone,2:10.738,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,guitar,2:13.381,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,3:02.424,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,3:19.084,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,trombone,6:04.475,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,guitar,6:09.230,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,6:43.067,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,7:24.298,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,7:26.204,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,8:24.359,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,8:57.659,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,10:16.048,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,10:29.611,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,trombone,10:59.116,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,guitar,11:02.480,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,11:14.212,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,trombone,11:56.850,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,guitar,11:58.183,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,initiation,guitar,12:31.618,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,guitar,agreement,trombone,12:40.426,786.8,1
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,0:01.668,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,0:03.988,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,0:28.598,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,0:30.838,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,0:45.205,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,guitar,0:46.331,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,2:09.213,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,trombone,2:10.657,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,3:02.233,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,trombone,3:19.049,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,6:08.238,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,6:26.796,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,trombone,6:31.620,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,8:23.405,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,trombone,8:57.630,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,9:30.020,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,guitar,10:15.931,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,guitar,11:13.451,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,initiation,trombone,11:39.837,786.8,2
11-19-2025,Clip1,11-19-2025-Clip1,trombone,agreement,guitar,11:58.853,786.8,2
11-19-2025,Clip2,11-19-2025-Clip2,guitar,initiation,trombone,0:02.000,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,agreement,guitar,0:06.500,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,initiation,guitar,1:52.500,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,agreement,trombone,1:56.405,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,initiation,trombone,2:56.293,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,agreement,guitar,2:56.340,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,initiation,guitar,4:36.503,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,agreement,trombone,4:56.273,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,initiation,guitar,6:52.443,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,guitar,agreement,trombone,7:23.475,551.764,1
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,trombone,0:02.125,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,guitar,0:10.700,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,0:25.500,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,trombone,0:35.200,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,1:36.541,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,trombone,1:38.550,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,1:47.788,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,trombone,1:49.413,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,2:40.979,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,trombone,2:43.155,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,trombone,2:57.656,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,guitar,3:00.143,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,4:42.045,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,trombone,4:56.489,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,6:52.111,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,initiation,guitar,7:20.169,551.764,2
11-19-2025,Clip2,11-19-2025-Clip2,trombone,agreement,trombone,7:23.733,551.764,2
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,guitar,0:01.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,agreement,trombone,0:06.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,guitar,2:10.407,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,agreement,trombone,2:13.063,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,guitar,3:10.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,trombone,3:51.500,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,agreement,guitar,4:06.186,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,guitar,7:43.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,agreement,trombone,8:19.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,initiation,guitar,9:51.000,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,guitar,agreement,trombone,10:06.576,684.0106666666667,1
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,0:01.152,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,trombone,0:06.004,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,2:09.749,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,trombone,2:13.152,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,3:10.162,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,trombone,3:51.636,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,4:06.030,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,trombone,4:30.502,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,7:45.258,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,trombone,8:11.763,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,guitar,8:24.001,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,initiation,guitar,9:52.268,684.0106666666667,2
11-19-2025,Clip3,11-19-2025-Clip3,trombone,agreement,trombone,10:06.797,684.0106666666667,2
